id	name	rarity	description	requirements	effects	end
627	Hoburgers have been attracted 	-1	Hoburgers have been attracted by the delicious truffles. [Forest of Truffles]	foundsite 1|noera 1	nation -2|com 1195|A300 483|incpop 10|decscale Death	
628	The Hoburg people claim this l	1	The Hoburg people claim this land is theirs -especially the truffles! [Forest of Truffles]	foundsite 1|turn 12|noera 1	com 272|com 272|2d6units 1196|2d6units 1196|A300 483	
629	A farmer and his pig found som	-1	A farmer and his pig found some extraordinary truffles in the woods. [Forest of Truffles]	hiddensite 1|minpop 10	1d6vis N	
630	A farmer and his pig found som	-2	A farmer and his pig found some extraordinary truffles in the woods.	land 1|forest 1|minpop 10|9600 5	1d6vis N	
631	Some gems have been found on a	-2	Some gems have been found on a windy heath. One of your mages suggests there may be more. [Rage Wind Heath]	hiddensite 1	1d6vis A|1d6vis A	
632	Magical gems have been found i	-1	Magical gems have been found in the Orichalcum Mine! [Orichalcum Mine]	foundsite 1	2d6vis Elemental	
633	A new gold vein has been found	-1	A new gold vein has been found in a Gold Mine! [Gold Mine]	foundsite 1	gold 400	
634	A Master Smith has arrived to 	-1	A Master Smith has arrived to work wonders in The Steel Ovens. [The Steel Ovens]	foundsite 1	nation -2|com 325	
635	The Master Smith at the Steel 	-1	The Master Smith at the Steel Ovens has forged an item of extraordinary power! [The Steel Ovens]	foundsite 1|monster 325	magicitem 4	
636	The Master Smith at the Steel 	-1	The Master Smith at the Steel Ovens has forged an item of power! [The Steel Ovens]	foundsite 1|monster 325	magicitem 3	
637	The Master Smith at the Steel 	-1	The Master Smith at the Steel Ovens has forged a magic item. [The Steel Ovens]	foundsite 1|monster 325	magicitem 2	
638	A Sidhe Champion has appeared 	-1	A Sidhe Champion has appeared at The Glowing Hill to lead his kin. [The Glowing Hill]	foundsite 1	nation -2|com 850|addequip 3|decscale Drain	
639	A Lord of the Sidhe has arrive	-1	A Lord of the Sidhe has arrived with his hunting party. [The Glowing Hill]	foundsite 1|magic 1	nation -2|com 848|addequip 2|1d6units 851|2d6units 849	
640	A King of the Sidhe has arrive	1	A King of the Sidhe has arrived with his host to reclaim their land! [The Glowing Hill]	foundsite 1|unmagic 0	com 848|com 848|addequip 1|1d6units 851|A300 849	
641	The Magic of the Glowing Hill 	-1	The Magic of the Glowing Hill is spreading through the land. [The Glowing Hill]	foundsite 1	decscale2 Drain	
642	People say there is a hill in 	-1	People say there is a hill in the forest, through which the lands of Faerie can be reached.  [The Glowing Hill]	hiddensite 1|minpop 10	decscale Drain	
643	People say there is a hill in 	2	People say there is a hill in the forest, through which the lands of Faerie can be reached.	land 1|minpop 10|9600 1	decscale Drain	
644	A hunting party has been seen 	-1	A hunting party has been seen in the woods. The hunters ride on white horses and their dogs are the color of snow. [The Glowing Hill]	site 1|minpop 10	decscale Drain	
645	A pack of dragons strode out o	1	A pack of dragons strode out of a forest and started to make mayhem. [Dragon Forest]	site 1	com 522|1d6units 522	
646	Some drakes from the Dragon Fo	-1	Some drakes from the Dragon Forest have been tamed. [Dragon Forest]	foundsite 1	nation -2|1d6units 522	
647	Dragons have been sighted in a	1	Dragons have been sighted in a forest nearby. [Dragon Forest]	hiddensite 1|minpop 10	unrest 15	
648	Drakes have come from the Stea	1	Drakes have come from the Steaming Swamp to wreak havoc! [Steam Swamp]	site 1	com 2196|1d6units 2196|com 2196	
649	Some gems have been found in a	-1	Some gems have been found in a steaming swamp. [Steam Swamp]	hiddensite 1|pop0ok 1	1d6vis F|1d6vis F	
650	The Steaming Swamp has yielded	-1	The Steaming Swamp has yielded some extra gems this month. [Steam Swamp]	hiddensite 1	1d6vis F|1d3vis W	
651	An ancient oak has been struck	-1	An ancient oak has been struck by lightning. It was strangely unaffected and between its roots some magic gems were found. [Thunder Oak]	hiddensite 1	1d6vis A|revealsite 1	
652	The people here tell stories o	-1	The people here tell stories of an ancient city, burned to the ground by the gods. They say it still smolders and that the wind from the east sometimes carries its ashes. [City of Ashes]	site 1		
653	A cult has formed around the T	1	A cult has formed around the Temple of the Solar Bull. [Temple of the Solar Bull]	foundsite 1	incdom -3|unrest 10	
654	People pay offerings to the Gr	1	People pay offerings to the Great Bull. [Temple of the Solar Bull]	foundsite 1	incdom -2|unrest 10	
655	It is said the desert wind whi	1	It is said the desert wind whispers, carrying sighs of lost travelers. [Desert of Sighs]	site 1	incscale2 Death|decscale2 Cold	
656	Some say the desert speaks, it	1	Some say the desert speaks, its voice dry and dreadful. [Desert of Sighs]	site 1	incscale2 Death|decscale2 Cold	
657	A merchant has donated his ric	-1	A merchant has donated his riches. He was lost while crossing the Desert of Sighs and found his way only after having prostrated himself in prayer to ##godname##. [Desert of Sighs]	site 1	gold 200	
658	The Cypress Forest has given a	-1	The Cypress Forest has given a plentiful yield this autumn. [Cypress Forest]	foundsite 1|season 2	2d6vis N|2d6vis N	
659	A magic item was found in the 	-1	A magic item was found in the rubble of a cracked and broken tower. [Cracked Tower]	site 1|luck 1|turn 15|pop0ok 1	magicitem 3	
660	A wizard once lived here in a 	-1	A wizard once lived here in a great tower. Its location has been lost, but it is said he was a practitioner of glamour magic, so perhaps one skilled in the same arts could find it. [Cracked Tower]	hiddensite 1		
661	A wizard once lived here in a 	2	A wizard once lived here in a great tower. Its location has been lost, but it is said he was a practitioner of glamour magic, so perhaps one skilled in the same arts could find it. [Cracked Tower]	nearbysite 1|9600 50|land 1		
662	A mage has been traveling thro	-1	A mage has been traveling through the land. He searches for the legendary Singing Stones. [Singing Stones]	pop0ok 1|nearbysite 1|land 1	nation -2|com 92	
663	A mage has been traveling thro	-1	A mage has been traveling through the land. He searches for the legendary Cloud Pillars. [Cloud Pillars]	pop0ok 1|nearbysite 1|land 1	nation -2|com 92	
664	There is a lake here of which 	-1	There is a lake here of which the locals speak. It is said the wind never touches its surface and that if you gaze in its waters, the reflection you see will be the face of your true love. [Mirrorlake]	hiddensite 1		
665	There is a lake here of which 	-1	There is a lake here of which the locals speak. It is said the wind never stirs its surface and that if you gaze in its waters, the reflection you see will be the face of your true self. Some unfortunate souls have supposedly been driven mad by this. [Mirrorlake]	hiddensite 1		
666	One of your servants has been 	1	One of your servants has been assailed! This occurred during investigations regarding a secret cult of moon-mages. [The Hidden Kingdom of Elludia]	hiddensite 1|commander 1	assassin 629	
667	There has been several assassi	1	There has been several assassinations lately, including the province governor. Some hidden faction seems to be at work. [The Hidden Kingdom of Elludia]	hiddensite 1|commander 1	assassin 629|unrest 20|incscale Turmoil	
668	There are tales of a hidden ki	-1	There are tales of a hidden kingdom ruled by moon-mages. [The Hidden Kingdom of Elludia]	hiddensite 1	decscale Drain	
669	There are tales of a hidden ki	2	There are tales of a hidden kingdom ruled by moon-mages.	land 1|9600 1	decscale Drain	
670	A faction in the Kingdom of El	2	A faction in the Kingdom of Elludia is trying to reclaim their independence! [The Hidden Kingdom of Elludia]	foundsite 1|commander 1	assassin 629|com 630|addequip 1|2d6units 629|com 630	
671	A Sage has appeared. He search	-2	A Sage has appeared. He searches for a place called The Library of Time. Tired of his long and fruitless quest, he now seeks employment in your service. [Library of Time]	pop0ok 1|nearbysite 1|land 1	nation -2|com 478	
672	A Sage has appeared. He search	-2	A Sage has appeared. He searches for a place called The Library of Time. Tired of his long and fruitless quest, he now seeks employment in your service.	pop0ok 1|9600 25|land 1	nation -2|com 478	
673	A farmer and his pig found som	-2	A farmer and his pig found some extraordinary truffles in the woods. [Forest of Truffles]	hiddensite 1|minpop 10|9600 25	revealsite 1	
674	Some of the Black Hawks circli	-1	Some of the Black Hawks circling the Cloud Pillars have been tamed. [Cloud Pillars]	foundsite 1	nation -2|A300 517	
675	There is an old legend in this	0	There is an old legend in this land: Once upon a time a mighty wizard built his abode upon the highest peak. From there he worked his magic, trying to control the winds and the clouds and the beasts that fly. Angered by the wizards hubris, the Lord of Thunder struck him with such force that the mountain was cloven in half. The legend tells that some of the magic of that place remains and whomever finds the wizards skull shall command all winged beings on earth. [The Cloven Mountain]	hiddensite 1|9600 5|unique 1	decscale Drain	
676	A sorcerer has conjured a Clou	-1	A sorcerer has conjured a Cloud of Doom over the land! [The Doom Cloud]	pop0ok 1|hiddensite 1|9600 25	revealsite 1|incscale3 Death|incscale Misfortune	
677	A mystic has appeared in searc	-2	A mystic has appeared in search of the Palace of Dreams. [Palace of Dreams]	nearbysite 1|9600 10|land 1	nation -2|com 311	
678	The Palace of Dreams is drawin	-1	The Palace of Dreams is drawing sleeping minds. Within its gardens the dreamers frolic and leave all worldly troubles behind. [Palace of Dreams]	foundsite 1	unrest -30|decscale2 Turmoil	
679	Leaves of pure silver have bee	-1	Leaves of pure silver have been found in a forest. [Silver Forest]	site 1	gold 300	
680	Leaves of pure silver have bee	-2	Leaves of pure silver have been found in a forest.	forest 1|9600 5	gold 300	
681	There is a fabulously rich mil	-2	There is a fabulously rich miller in this land. Some say he has made a pact with demons, making the wind always blow to turn the mill. [Enchanted Windmill]	hiddensite 1		
682	The Enchanted Mill is grinding	-1	The Enchanted Mill is grinding its magic like never before! [Enchanted Windmill]	foundsite 1	2d6vis A|incscale2 Turmoil|incdom -2	
683	There is an old, deserted towe	-2	There is an old, deserted tower here. Superstitious folks say that you can hear the lament of the dead when the north-wind blows through its empty arches. [Whisperwind Tower]	hiddensite 1|luck 1	revealsite 1	
684	The wind from the waste carrie	1	The wind from the waste carries plague. [Plaguewind Waste]	site 1	incscale Death|kill 8	
685	An adventurer has returned fro	-2	An adventurer has returned from the Dragon Jaws. Within, he found an object of power. [Dragon Jaws]	foundsite 1	nation -2|com 141|addequip 3	
686	An adventurer has returned fro	-2	An adventurer has returned from the Dragon Jaws. Within, he found an object of power. [Dragon Jaws]	foundsite 1|luck 2	nation -2|com 141|addequip 4	
687	A geyser has erupted! [Geyser]	-2	A geyser has erupted! [Geyser]	hiddensite 1	revealsite 1	
688	An unusual amount of pearls ha	-1	An unusual amount of pearls have been washed up on the beach. Some gleam with otherworldly luster. [Pearl Beach]	pop0ok 1|site 1	2d6vis S|gold 100	
689	An unusual amount of pearls ha	-2	An unusual amount of pearls have been washed up on the beach. Some gleam with otherworldly luster.	coast 1	2d6vis S|gold 100	
690	An unusual amount of pearls ha	-2	An unusual amount of pearls have been washed up on the beach. Some gleam with otherworldly luster.	coast 1|luck 2	4d6vis S|gold 200	
691	A band of renegade Atlantians 	2	A band of renegade Atlantians are raiding the coast. They are led by a vicious Shambler.	coast 1|noseason 3|turn 20|noera 1	com 208|A300 1621|A300 1621|1d6units 206	
692	People have disappeared myster	1	People have disappeared mysteriously near the Mausoleum. [Marble Mausoleum]	foundsite 1	stealthcom 405|kill 1	
693	Ghouls swarm from the caves! [	1	Ghouls swarm from the caves! [Cave of Ghouls]	foundsite 1|pop0ok 1	4com 198|4d6units 198	
694	A vampire has revealed itself 	-2	A vampire has revealed itself at the Marble Mausoleum. [Marble Mausoleum]	foundsite 1|fornation 54|pop0ok 1	nation -2|com 405|2d6units 198	
